I	9541	38077	2	2	1	0	1	16
I	9541	71847	2	2	1	1	4	16
I	9541	71892	2	2	1	0	2	16
I	9541	73056	2	2	1	0	3	16
I	11712	42513	2	2	1	0	1	13
I	14359	45437	2	4	1	0	1	12
I	22778	71938	2	2	1	0	2	16
I	22782	72270	2	2	1	1	0	20
I	22782	72370	2	2	1	1	0	20
I	24144	42513	2	2	1	0	1	13
I	24144	71892	2	2	1	1	0	13
I	27342	43891	1	1	1	1	0	12
I	32024	72459	1	1	1	1	0	24
I	38942	72720	1	1	1	1	0	14
I	38942	73070	1	1	1	0	1	14
I	44221	79372	2	2	1	0	1	15
I	58667	101888	1	1	1	1	0	12
I	59491	81430	2	2	1	1	0	12
I	60443	106566	1	1	1	0	1	15
I	72023	131464	1	3	1	4	0	16
I	72163	112885	1	1	1	0	1	15
I	72285	86958	2	2	1	0	1	13
I	72480	163274	1	1	1	0	3	15
I	72583	114312	2	2	1	0	1	14
I	73038	86896	1	1	1	1	1	14
I	73083	129323	2	2	1	0	5	17
I	73132	129323	2	2	1	0	2	17
I	73283	86896	1	1	1	1	0	14
I	75199	77534	1	3	1	0	1	16
I	82876	100424	1	1	1	0	1	14
I	82876	140190	1	1	0	0	2	15
I	82876	161460	1	1	1	1	2	17
I	82876	162873	1	1	1	1	1	15
I	82876	163427	1	1	1	0	2	14
I	83680	131980	2	2	1	0	1	12
I	84461	165639	2	2	1	23	3	15
I	87388	87500	1	1	1	6	0	47
I	91202	139831	1	1	1	0	1	14
I	91202	140680	1	1	1	0	1	15
I	91202	165409	1	1	1	2	0	16
I	91202	165643	1	1	1	3	0	14
I	98806	140308	1	1	1	1	0	20
I	98806	140521	1	1	1	0	1	22
I	99098	129655	1	1	1	0	1	15
I	100382	161746	2	2	1	0	1	16
I	103670	142715	2	4	1	0	1	14
I	107038	139653	2	2	1	0	1	14
I	107169	111225	2	2	1	0	1	14
I	109124	130978	2	2	1	0	1	17
I	109124	131374	2	2	1	0	1	17
I	109124	142728	2	2	1	0	2	17
I	109124	142910	2	2	1	1	0	17
I	109124	142994	2	2	1	0	1	17
I	109124	143251	2	2	1	1	0	17
I	109124	143297	2	2	1	0	1	17
I	114822	131623	2	2	1	1	0	14
I	114822	131980	2	2	1	0	1	14
I	114824	142994	2	2	1	1	0	16
I	121302	140169	2	2	1	18	10	19
I	121777	162569	1	1	1	2	0	18
I	122962	162590	2	2	0	0	1	15
I	123864	165646	1	1	1	23	3	14
I	123898	164506	1	1	1	0	1	13
I	123903	140356	1	1	1	0	1	16
I	123903	140506	1	1	1	1	0	18
I	126091	139771	2	2	1	1	0	17
I	126091	162590	2	2	1	1	0	17
I	126483	131464	1	1	0	0	1	15
I	126483	163274	1	1	1	0	1	15
I	127404	139771	2	2	1	1	0	24
I	127404	161632	2	2	1	1	0	24
I	127404	164367	2	2	1	1	0	24
I	128522	129021	2	2	1	1	0	19
I	129527	161243	2	2	1	0	1	15
I	130935	131464	1	1	0	0	1	15
I	130935	163274	1	1	1	0	1	15
I	132091	143040	1	1	1	0	1	15
I	132091	153065	1	1	1	1	0	15
I	139824	141856	2	2	1	1	0	13
I	140416	141856	2	2	1	1	0	13
I	140476	190122	2	2	0	0	1	12
I	140747	141856	2	2	1	1	0	13
I	141432	174720	1	5	1	2	0	14
I	141471	141856	2	2	1	0	1	13
I	142254	142619	1	1	1	222	7	50
I	143122	163274	1	1	1	0	1	15
I	145330	165712	1	1	1	1	0	12
I	153385	161072	1	1	1	1	0	13
I	153385	164138	1	1	1	1	0	13
I	154766	190122	2	2	0	0	1	12
I	160025	161596	1	1	1	1	0	13
I	160161	162706	2	2	1	0	1	13
I	160532	165829	1	1	1	1	0	15
I	160679	186264	1	1	1	0	1	13
I	160696	186264	1	1	1	1	0	13
I	160696	207872	1	1	1	1	0	13
I	160799	207872	1	1	1	0	1	13
I	160861	172753	1	1	1	35	45	15
I	160914	207870	2	2	1	0	1	15
I	160949	186264	1	1	1	0	1	13
I	160949	187746	1	1	1	0	1	12
I	161001	170934	1	1	1	2	0	17
I	161827	207872	1	1	1	0	1	13
I	161865	207872	1	1	1	0	1	13
I	162030	190122	2	2	1	0	1	12
I	162249	162968	1	1	0	0	1	20
I	162249	209218	1	1	1	2	0	20
I	162283	207872	1	1	1	1	0	13
I	162335	207870	2	2	1	0	1	15
I	162427	186264	1	1	1	0	1	13
I	162450	215787	2	2	1	1	2	13
I	162504	209224	1	1	1	0	2	14
I	162592	163325	1	1	1	1	0	43
I	162602	171888	2	2	1	1	0	19
I	162611	186264	1	1	1	0	1	13
I	162611	209224	1	1	1	1	0	14
I	162650	207872	1	1	1	0	1	13
I	162719	215787	2	2	1	1	1	13
I	162821	186264	1	1	1	0	1	12
I	162821	187746	1	1	1	0	1	12
I	162980	186264	1	1	1	1	0	13
I	162980	207872	1	1	1	0	1	13
I	163029	209224	1	1	1	0	1	14
I	163140	171888	2	2	1	1	0	19
I	163281	209224	1	1	1	1	0	14
I	163563	186264	1	1	0	0	1	12
I	163563	187746	1	1	0	0	1	12
I	163640	186264	1	1	1	0	1	13
I	163679	215787	2	2	1	1	1	13
I	163773	167263	1	3	1	6	3	12
I	163973	207870	2	2	1	0	1	15
I	163996	207872	1	1	1	0	1	13
I	164342	186264	1	1	1	0	1	12
I	164342	187746	1	1	1	0	1	12
I	164383	175306	1	1	1	0	1	14
I	164407	191932	2	2	1	0	1	14
I	164444	186264	1	1	1	0	1	13
I	164444	187746	1	1	1	0	1	12
I	164466	188613	1	1	1	1	0	17
I	164479	207870	2	2	1	1	0	15
I	164497	209224	1	1	1	1	0	14
I	164506	207872	1	1	1	0	1	13
I	164526	188728	1	1	1	1	0	14
I	164597	209218	1	1	0	0	1	20
I	164653	186264	1	1	1	1	0	13
I	164675	215783	2	2	1	2	0	17
I	164766	215787	2	2	1	2	0	13
I	164861	215787	2	2	1	3	0	13
I	164885	186264	1	1	1	0	1	13
I	164921	190737	2	2	1	0	1	12
I	164980	207870	2	2	1	0	1	15
I	164999	215787	2	2	1	1	1	13
I	165063	209218	1	1	1	1	0	20
I	165150	201671	1	1	1	1	0	14
I	165167	207872	1	1	1	0	1	13
I	165451	207872	1	1	1	0	1	13
I	165527	186264	1	1	1	0	1	13
I	165635	165682	1	1	1	47	22	14
I	165956	215787	2	2	1	1	1	13
I	165963	215787	2	2	1	1	0	13
I	166069	215787	2	2	1	0	1	12
I	172769	173481	1	1	1	5	0	12
