I	9541	71847	2	2	1	4	0	16
I	9541	71862	2	2	1	2	0	16
I	10392	47173	1	1	1	2	0	15
I	12776	24940	1	1	1	0	1	44
I	22776	71862	2	2	1	1	0	14
I	22776	72106	2	2	1	1	1	14
I	22776	72313	2	2	1	1	0	14
I	22776	72529	2	2	1	1	0	14
I	22778	71938	2	2	1	2	0	16
I	24146	72057	1	1	1	1	0	15
I	24146	72484	1	1	1	1	0	15
I	24146	73157	1	1	1	1	0	15
I	32024	71844	1	1	1	1	0	24
I	32024	72796	1	1	1	0	1	24
I	32026	72384	1	1	1	0	1	26
I	57969	60864	1	1	1	1	0	18
I	58009	68159	1	1	1	1	0	12
I	58444	77534	1	1	1	0	1	16
I	66334	77531	1	1	1	0	1	19
I	71512	161241	1	1	1	2	0	13
I	83280	111704	2	2	1	1	0	14
I	84461	165639	2	2	1	21	1	13
I	86339	126072	2	2	1	2	7	15
I	86339	132075	2	2	1	2	3	15
I	87388	87500	1	1	1	3	0	42
I	89655	129655	1	1	1	1	0	15
I	91202	131574	1	1	1	1	0	14
I	91784	121425	2	2	1	1	0	14
I	101152	123786	1	1	1	0	1	12
I	101307	143276	1	1	1	2	0	31
I	103670	131623	2	2	1	0	1	14
I	106244	123908	2	2	1	1	0	13
I	106638	143255	1	1	1	1	1	10
I	106660	111225	2	2	1	1	0	14
I	109124	115287	2	2	1	0	1	17
I	109124	116278	2	2	1	0	1	17
I	109124	120519	2	2	1	1	0	17
I	109124	125326	2	2	1	1	0	17
I	109124	130808	2	2	1	0	1	17
I	109124	130942	2	2	1	1	0	17
I	109124	131317	2	2	1	0	1	17
I	109124	131374	2	2	1	0	1	17
I	109124	142166	2	2	1	0	1	17
I	109124	142168	2	2	1	1	0	17
I	109124	143251	2	2	1	0	1	16
I	109124	144143	2	2	1	1	0	17
I	109124	148680	2	2	1	1	0	17
I	114822	130778	2	2	1	1	0	21
I	114822	130803	2	2	1	0	1	14
I	114822	131935	2	2	1	1	0	14
I	114822	142641	2	2	1	0	1	14
I	114824	142622	2	2	1	1	0	16
I	114824	142910	2	2	1	1	0	16
I	121510	160259	1	1	1	0	1	19
I	121510	165847	1	1	1	0	1	19
I	121777	162569	1	1	1	5	0	18
I	123864	165646	1	1	1	20	5	14
I	126091	131338	2	2	1	1	0	13
I	126091	131497	2	2	1	1	0	18
I	132091	142239	1	1	1	0	1	14
I	139559	141854	2	2	1	0	1	15
I	139571	171888	2	2	1	1	0	19
I	140169	156429	2	2	1	0	1	14
I	140868	142622	2	2	1	1	0	13
I	140868	142674	2	2	1	1	0	13
I	141054	215783	2	2	1	2	0	17
I	141780	142641	2	2	1	0	1	14
I	142119	160505	2	2	1	1	0	12
I	142254	142619	1	1	1	120	3	50
I	160647	173319	1	1	1	1	0	15
I	160799	164526	1	1	1	0	2	13
I	160799	186264	1	1	1	0	1	12
I	160799	187746	1	1	1	0	1	12
I	160848	207872	1	1	1	1	0	13
I	160861	172753	1	1	1	12	20	15
I	160949	186264	1	1	1	0	1	13
I	160949	187746	1	1	1	0	1	12
I	160959	215783	2	2	1	3	1	17
I	161186	186264	1	1	1	0	1	12
I	161186	187746	1	1	1	0	1	12
I	161346	209224	1	1	1	1	0	14
I	161531	186264	1	1	1	0	1	12
I	161531	187746	1	1	1	0	1	12
I	161790	215787	2	2	1	2	0	13
I	161895	209224	1	1	1	1	0	14
I	161989	167326	2	2	1	0	1	14
I	162030	167326	2	2	1	1	1	14
I	162123	167326	2	2	1	1	0	14
I	162186	209222	1	1	1	1	1	16
I	162249	209218	1	1	1	2	0	20
I	162252	190122	2	2	1	1	0	12
I	162497	199774	1	1	1	1	0	17
I	162719	215787	2	2	1	2	0	13
I	162760	186264	1	1	1	1	0	13
I	162903	215783	2	2	1	2	2	17
I	162906	207870	2	2	1	0	1	15
I	163014	209224	1	1	1	1	0	14
I	163090	215787	2	2	1	3	0	13
I	163140	207870	2	2	1	1	0	15
I	163224	207870	2	2	1	0	1	15
I	163293	190737	2	2	1	1	0	12
I	163514	209222	1	1	1	1	0	16
I	163750	182137	1	1	1	2	4	14
I	163773	167263	1	3	1	6	2	12
I	163839	171888	2	2	1	1	0	19
I	163931	186714	2	2	1	0	1	15
I	163931	207870	2	2	1	0	1	15
I	163996	209218	1	1	1	1	0	20
I	164040	186264	1	1	1	0	2	13
I	164234	209218	1	1	1	1	0	20
I	164241	186264	1	1	1	0	1	13
I	164241	187746	1	1	1	0	1	12
I	164287	208847	1	1	1	2	0	15
I	164321	171888	2	2	1	1	0	19
I	164646	206998	1	5	1	1	0	15
I	164763	215783	2	2	1	2	0	17
I	164982	186264	1	1	1	0	1	13
I	164982	187746	1	1	1	0	1	12
I	164991	186264	1	1	1	0	1	12
I	164991	187746	1	1	1	0	1	12
I	165055	186264	1	1	1	0	1	13
I	165072	190122	2	2	1	0	1	12
I	165592	209218	1	1	1	1	0	20
I	165635	165682	1	1	1	22	13	14
I	165672	215787	2	2	1	4	0	13
I	165735	179334	2	2	1	2	1	17
I	165905	215787	2	2	1	1	0	13
I	165956	215787	2	2	1	1	0	13
I	183096	209224	1	1	1	0	1	14
I	190325	226569	2	2	1	0	1	19
I	206113	206247	1	1	1	0	1	34
I	206113	206382	1	1	1	0	2	41
I	219203	222587	1	1	1	0	1	12
