I	5992	23922	2	2	1	1	0	15
I	9541	46194	2	2	1	0	1	15
I	9541	46613	2	2	1	0	1	16
I	9541	72699	2	2	1	2	0	15
I	12632	24940	1	1	1	0	1	26
I	12776	24940	1	1	1	0	1	26
I	15474	62260	2	2	1	1	0	13
I	22778	71938	2	2	1	0	1	16
I	22782	48020	2	2	1	0	1	20
I	22782	72017	2	2	1	1	0	20
I	24146	71802	1	1	1	1	0	15
I	38942	73210	1	1	1	0	1	14
I	52189	77534	1	3	1	1	0	16
I	71893	91699	2	2	1	1	0	12
I	72563	86896	1	1	1	0	1	14
I	72569	86896	1	1	1	1	0	14
I	72620	86896	1	1	1	1	1	17
I	72983	86896	1	1	1	1	0	14
I	72999	163274	1	1	1	0	3	15
I	73083	129323	2	2	1	2	3	17
I	73283	86896	1	1	1	0	1	14
I	80538	105651	1	1	1	1	0	16
I	82871	163986	2	2	1	1	1	12
I	82873	163214	1	1	1	1	1	14
I	82873	163976	1	1	1	1	3	12
I	82876	162715	1	1	1	1	2	15
I	84461	165639	2	2	1	19	5	13
I	86339	126072	2	2	1	0	3	12
I	86339	132075	2	2	1	2	1	12
I	87388	87500	1	1	1	8	0	45
I	91202	97530	1	1	1	0	1	15
I	91202	112285	1	1	1	0	1	15
I	91202	140422	1	1	1	0	1	15
I	91202	140944	1	1	1	1	0	15
I	91202	165682	1	1	1	2	0	15
I	98806	139948	1	1	1	1	0	22
I	98806	140436	1	1	1	0	1	22
I	98806	140455	1	1	1	0	1	22
I	98806	141136	1	1	1	0	1	22
I	98806	141310	1	1	1	1	0	22
I	100949	106778	1	1	1	0	1	13
I	100949	140455	1	1	1	0	1	13
I	101903	107640	1	1	1	0	1	15
I	103670	123356	2	2	1	0	1	14
I	103670	143240	2	2	1	0	1	14
I	103935	121289	1	1	1	0	1	12
I	109124	131128	2	2	1	1	0	17
I	109124	143297	2	2	1	1	0	17
I	111753	137035	2	2	1	1	0	18
I	114824	142701	2	2	1	1	0	16
I	123864	165646	1	1	1	17	6	14
I	123898	140356	1	1	1	0	1	13
I	123898	163321	1	1	1	1	0	13
I	126091	140374	2	2	1	0	1	20
I	126091	140770	2	2	1	0	1	12
I	126091	164773	2	2	1	1	0	12
I	127404	164884	2	2	1	1	0	24
I	127404	165274	2	2	1	1	0	24
I	127404	165568	2	2	1	1	0	24
I	127404	165680	2	2	1	1	0	24
I	129527	139911	2	2	1	1	0	15
I	129527	139960	2	2	1	1	0	15
I	129527	161632	2	2	1	0	1	15
I	129527	162812	2	2	1	0	1	15
I	129527	163130	2	2	1	0	1	15
I	129527	163502	2	2	1	1	0	15
I	130935	163274	1	1	1	0	1	15
I	131447	142646	2	2	1	1	0	13
I	132091	165199	1	1	1	1	0	15
I	133655	173270	2	4	1	1	0	12
I	139821	188728	1	1	1	0	1	14
I	140117	156429	2	2	1	0	1	14
I	140476	141854	2	2	1	0	1	15
I	140509	141856	2	2	0	0	1	13
I	140626	215787	2	2	1	1	1	13
I	140868	141856	2	2	1	1	0	13
I	140868	143007	2	2	1	0	1	13
I	141180	145084	1	1	1	0	2	17
I	142254	142619	1	1	1	184	5	50
I	142648	163274	1	1	1	1	0	15
I	149610	165314	2	2	1	2	0	24
I	151007	151096	2	2	1	2	0	41
I	154257	163545	1	1	1	1	1	13
I	159580	164152	1	1	1	0	1	12
I	160025	163970	1	1	1	1	0	13
I	160161	162706	2	2	1	0	1	13
I	160649	161073	0	0	1	5	1	32
I	160669	207872	1	1	1	0	1	13
I	160687	209218	1	1	1	1	0	20
I	160690	186264	1	1	1	0	1	12
I	160690	187746	1	1	1	0	1	12
I	160696	186264	1	1	1	0	1	12
I	160696	187746	1	1	1	0	1	12
I	160770	187132	2	2	1	1	0	17
I	160824	178389	2	2	1	0	2	18
I	160851	226581	2	2	0	0	3	13
I	160861	172753	1	1	1	30	42	15
I	161001	170934	1	1	1	2	0	17
I	161145	215787	2	2	1	1	1	13
I	161197	186264	1	1	1	0	1	12
I	161197	187746	1	1	1	0	1	12
I	161374	186264	1	1	1	0	1	12
I	161374	187746	1	1	1	0	1	12
I	161695	186264	1	1	1	0	1	13
I	161865	188724	1	1	1	0	1	18
I	161876	207872	1	1	1	0	1	13
I	162242	215787	2	2	1	2	0	13
I	162249	209218	1	1	1	2	0	20
I	162252	190122	2	2	1	0	1	12
I	162524	186264	1	1	1	0	1	13
I	162524	187746	1	1	1	0	1	12
I	162939	186264	1	1	1	0	1	13
I	163738	209224	1	1	1	1	0	14
I	163773	167263	1	3	1	6	4	12
I	163820	167326	2	2	1	0	1	14
I	163834	186264	1	1	1	0	1	12
I	163834	187746	1	1	1	0	1	12
I	164763	215787	2	2	1	2	0	13
I	164861	215787	2	2	1	2	0	13
I	165257	190122	2	2	0	0	1	12
I	165409	186264	1	1	1	0	1	12
I	165409	187746	1	1	1	0	1	12
I	165409	207872	1	1	1	0	1	13
I	165551	209224	1	1	1	0	1	14
I	165635	165682	1	1	1	42	19	14
I	165795	215787	2	2	1	1	0	13
I	165914	215787	2	2	1	1	0	13
I	166127	215787	2	2	1	0	1	13
I	172769	173481	1	1	1	2	0	12
I	180211	215787	2	2	1	1	0	13
I	182903	215783	2	2	1	1	0	17
